Серия_индивид. планировка,Серия_элитка,Серия_106 серия,Серия_хрущевка,Серия_104 серия,Серия_108 серия,Серия_105 серия,Серия_пентхаус,Серия_малосемейка,Серия_сталинка,Серия_107 серия,Отопление_на газе,Отопление_центральное,Отопление_автономное,Отопление_электрическое,Отопление_смешанное,Отопление_на твердом топливе,Отопление_без отопления,Состояние_евроремонт,Состояние_под самоотделку (псо),Состояние_хорошее,Состояние_среднее,Состояние_не достроено,rooms,area,От собственника,year,house_type_кирпичный,house_type_монолитный,house_type_панельный,floor,total_floors,red_book,tech_passport,sale_contract,price_per_sqm
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86.0,0,2019,0,1,0,9,10,0,0,0,1453.4883720930231
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,44.2,0,2019,0,0,1,2,4,0,0,0,1538.4615384615383
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,61.0,0,2024,0,1,0,2,12,1,0,0,1065.5737704918033
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172.5,0,2018,1,0,0,6,10,0,0,0,2840.5797101449275
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,66.0,0,2022,0,1,0,6,16,0,0,0,1507.5757575757575
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,127.0,0,2027,1,0,0,6,12,1,0,0,1200.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,75.0,0,2025,0,1,0,8,9,1,0,0,1146.6666666666667
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,98.0,0,2025,0,1,0,5,17,0,0,0,1377.5510204081634
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,69.0,0,2019,1,0,0,5,5,0,1,1,1442.0289855072465
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,106.0,0,2017,0,1,0,14,16,0,1,0,1575.4716981132076
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,96.0,0,2023,1,0,0,9,14,0,0,0,1302.0833333333333
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38.0,0,2024,0,1,0,2,9,1,0,0,1223.6842105263158
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,80.0,0,2021,0,1,0,11,12,0,0,0,1162.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,72.0,0,2023,1,0,0,8,12,0,0,0,1150.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,52.2,0,2019,0,0,1,5,9,0,0,0,1580.4597701149423
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,32.0,0,1975,0,0,1,1,4,0,1,1,1984.375
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128.0,0,2022,0,1,0,10,15,0,0,0,1867.1875
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,56.0,0,1970,1,0,0,2,5,0,1,1,1848.2142857142858
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,85.0,0,2024,0,1,0,12,12,1,0,0,1105.8823529411766
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,52.0,1,1993,0,0,1,5,5,0,0,1,1528.8461538461538
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,154.9,1,2014,1,0,0,9,10,0,1,1,1284.6998063266624
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,105.0,0,2018,0,1,0,8,19,0,0,0,2238.095238095238
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,53.0,0,2021,0,1,0,6,12,1,0,0,1415.0943396226414
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,65.0,1,1987,0,0,1,4,5,0,1,0,1369.2307692307693
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,46.0,0,2023,0,1,0,3,5,1,0,0,1304.3260869565217
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,82.0,0,2022,0,1,0,12,16,0,0,0,1707.3170731707316
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,46.0,0,2024,0,1,0,11,12,1,0,0,1434.7608695652175
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,104.0,0,2024,0,1,0,4,12,0,0,1,1201.923076923077
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,100.0,1,2022,0,1,0,3,14,0,0,0,1450.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,61.7,0,2023,0,1,0,15,25,0,0,0,1500.0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.0,0,1990,1,0,0,3,6,0,1,0,2307.6923076923076
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,119.0,1,2025,0,1,0,7,12,1,0,0,1300.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,65.0,0,2017,1,0,0,14,14,0,1,1,1361.5384615384614
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,78.0,0,2025,1,0,0,7,16,0,0,0,1410.2564102564102
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,74.29,0,2022,0,1,0,2,16,0,0,0,1245.120473818818
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,62.0,0,2023,0,1,0,9,13,0,0,0,1806.4516129032259
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,225.0,0,2019,0,1,0,14,14,1,1,0,1450.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,36.0,0,2023,0,1,0,8,10,0,0,0,1263.888888888889
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,62.0,1,2019,0,1,0,3,9,0,0,1,1854.8387096774193
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,43.0,0,1975,1,0,0,4,4,1,1,1,1593.5581395348838
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,32.0,0,1975,0,0,1,4,4,0,0,0,2028.125
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58.0,0,1989,0,0,1,5,5,0,0,0,1353.448275862069
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,51.0,0,2019,1,0,0,2,5,0,1,1,1598.0392156862745
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,60.0,0,2023,0,1,0,9,10,0,0,0,1441.6666666666667
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,27.0,0,2023,0,1,0,5,16,1,0,0,1574.6296296296296
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,0,2015,0,0,1,6,9,0,0,0,1533.3333333333333
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,83.0,0,2023,0,1,0,7,7,0,0,0,1674.698795180723
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,67.0,1,2023,1,0,0,1,14,1,1,1,1417.910447761194
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,60.8,0,2021,0,1,0,10,16,1,0,0,1200.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,65.0,1,1992,0,0,1,6,9,0,1,0,1923.076923076923
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.0,0,2020,1,0,0,10,11,0,0,0,1438.5964912280701
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,77.0,0,2025,1,0,0,11,15,0,0,0,1246.7532467532467
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,104.0,0,2024,1,0,0,9,12,0,0,0,1076.923076923077
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38.0,0,2022,0,1,0,3,12,0,0,0,1184.2105263157894
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,46.0,1,1970,0,0,1,3,4,0,0,0,1445.6521739130435
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,41.0,0,2024,1,0,0,1,5,0,0,0,987.8048780487804
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,56.4,1,2024,1,0,0,14,16,1,0,0,1279.9645390070923
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,94.0,1,2025,0,1,0,12,12,0,0,0,1159.5744680851064
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,42.0,0,2024,0,1,0,12,14,0,0,0,1130.952380952381
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,51.0,0,2022,0,1,0,16,16,1,0,0,1350.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,72.0,0,1986,0,1,0,2,17,0,1,0,1555.5555555555557
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,101.0,0,2026,1,0,0,5,10,0,0,0,940.5940594059406
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,94.0,1,2019,0,1,0,9,10,0,1,0,1914.8936170212767
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,109.0,0,2023,0,1,0,10,12,0,0,0,1650.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,98.0,0,2023,1,0,0,3,10,1,0,0,1632.6530612244899
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,64.0,0,2019,0,1,0,6,9,0,0,0,1390.625
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,43.22,0,2023,0,1,0,7,12,0,0,0,1064.322073114299
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39.0,0,2023,0,1,0,6,14,1,1,1,1410.2564102564102
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,63.0,0,2023,0,1,0,9,10,0,0,0,1063.4920634920634
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,68.0,0,1992,0,0,1,5,9,0,0,0,1691.1764705882354
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,63.0,1,2021,0,1,0,11,15,0,0,0,1476.1904761904761
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,57.0,0,2019,1,0,0,6,14,1,1,0,1561.4035087719299
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77.0,0,2021,0,1,0,3,12,0,0,0,1844.155844155844
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,31.0,1,1967,1,0,0,4,5,0,1,1,2032.258064516129
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,85.0,0,2020,0,1,0,4,12,0,0,0,2135.294117647059
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,62.0,0,1987,0,0,1,4,9,0,0,0,1725.8064516129032
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,62.0,0,1987,1,0,0,3,5,0,0,0,1548.3870967741937
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,107.0,0,2021,0,1,0,4,14,1,0,0,1177.5700934579438
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,183.6,0,2019,1,0,0,12,12,0,0,0,942.2657952069717
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,65.63,0,2017,0,1,0,5,10,0,0,0,950.784702117934
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,73.0,0,2022,0,1,0,16,18,0,0,0,1068.4931506849316
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,58.0,1,2024,0,1,0,4,12,0,0,0,931.0344827586207
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,80.0,0,1992,0,0,1,8,9,0,0,0,1587.5
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,67.44,0,2025,0,1,0,10,10,0,0,0,904.5077105575326
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,132.0,0,2017,0,1,0,9,10,1,1,1,1613.6363636363637
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,137.0,1,2022,1,0,0,5,12,0,0,0,1167.8832116788321
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,62.0,0,1987,1,0,0,3,5,0,0,0,1370.967741935484
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,85.0,0,2024,0,1,0,3,14,1,0,0,1547.0588235294117
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,51.0,0,2027,1,0,0,13,15,1,0,0,850.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,88.0,0,2015,0,1,0,2,10,0,1,1,1556.8181818181818
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,18.0,1,1990,1,0,0,2,5,0,0,0,1638.888888888889
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,60.0,0,2023,0,1,0,9,10,0,1,0,1558.3333333333333
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,37.0,0,2019,0,0,1,2,3,1,1,1,1270.2702702702702
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73.57,0,2024,1,0,0,8,10,0,0,0,1699.0621177110236
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,52.18,0,2023,0,1,0,5,14,1,0,0,1054.0436949022614
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,49.0,0,2021,0,1,0,10,12,0,1,0,1530.6122448979593
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,122.0,0,2022,0,1,0,15,15,1,0,0,1711.4754098360656
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,137.0,0,2024,0,1,0,4,16,0,0,0,923.3576642335767
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,66.4,1,2023,0,1,0,12,12,1,0,1,1099.3975903614457
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54.0,0,2023,0,1,0,7,9,0,0,0,1148.148148148148
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.59,0,2023,0,1,0,10,10,0,0,0,1173.080880839679
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,54.0,0,2023,0,1,0,10,14,0,0,0,1638.888888888889
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,104.0,0,2024,0,1,0,5,10,1,0,0,1567.3076923076924
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,96.0,0,2023,1,0,0,5,14,0,1,0,1718.75
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,78.0,0,2025,0,1,0,13,17,0,0,0,1250.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,29.0,0,1967,1,0,0,3,4,0,0,0,1603.448275862069
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26.0,1,2023,0,1,0,6,9,0,1,0,1730.7692307692307
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,83.0,0,2024,0,1,0,2,9,1,0,0,951.8072289156627
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,83.0,0,2024,0,1,0,4,14,0,0,0,915.6626506024096
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,42.0,0,2025,1,0,0,6,9,0,0,0,1321.4285714285713
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,68.0,0,2020,0,1,0,8,9,1,1,0,1323.5294117647059
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,80.0,1,2025,0,1,0,9,10,0,0,0,1750.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,76.0,0,2019,1,0,0,9,9,0,1,1,1578.9473684210527
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52.0,0,2016,0,0,1,8,9,0,0,0,1288.4615384615386
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41.0,0,2022,0,1,0,4,9,0,0,0,1621.9512195121952
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,93.88,0,2023,0,1,0,3,12,0,0,0,1200.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.8,0,2023,0,1,0,1,2,0,0,0,1467.8899082568807
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,41.0,0,2025,1,0,0,2,12,0,0,0,1085.3658536585365
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,32.9,1,1972,1,0,0,2,5,0,0,0,1975.6838905775078
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,42.0,0,2017,0,1,0,9,12,0,0,0,1809.5238095238096
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,58.0,1,1975,0,0,1,1,4,0,0,0,1500.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,58.0,0,1975,1,0,0,3,4,0,0,0,1637.9310344827586
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,53.0,0,2023,0,1,0,10,14,1,0,0,1113.2075471698113
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,43.0,0,1975,0,0,1,3,4,0,0,0,1697.6744186046512
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,95.0,0,2020,0,0,1,11,16,0,1,1,1252.6315789473683
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40.0,0,2024,0,1,0,10,12,1,0,0,1050.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,95.0,0,2023,0,1,0,10,14,0,1,0,1521.0526315789473
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,69.0,0,2023,1,0,0,10,12,0,0,0,1065.2173913043478
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0,0,1980,1,0,0,5,5,0,0,0,1875.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,73.0,0,2023,1,0,0,8,12,0,0,0,1260.2739726027398
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,70.0,1,2018,1,0,0,19,19,1,1,1,2492.8571428571427
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132.0,0,2020,1,0,0,7,12,0,0,0,1992.4242424242425
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,56.9,0,2023,0,1,0,16,16,0,0,0,1353.2513181019333
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,57.0,0,2019,1,0,0,3,9,0,1,1,1368.421052631579
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78.22,0,2025,1,0,0,7,12,0,0,0,952.4418307338277
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,41.0,0,2024,1,0,0,14,14,1,0,0,1158.5365853658536
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,123.0,0,2024,0,1,0,4,18,0,0,0,1420.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,47.0,0,2022,0,1,0,7,14,0,0,0,1627.659574468085
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,37.5,0,2019,0,1,0,6,12,0,0,0,1933.3333333333333
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,136.0,0,2023,1,0,0,9,9,1,1,0,1544.1176470588234
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,84.0,0,2025,0,1,0,8,12,0,0,0,1232.142857142857
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40.0,0,2023,0,1,0,3,9,0,0,0,1275.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,75.0,0,2019,1,0,0,5,5,0,0,0,1066.6666666666667
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,77.0,0,2022,0,1,0,8,12,0,0,0,1629.8701298701299
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,118.3,0,2020,0,1,0,5,5,0,0,0,1344.0405748098055
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,43.0,0,1975,0,0,1,4,5,0,0,0,1662.7906976744187
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,71.0,0,2023,1,0,0,2,6,0,0,0,1281.6901408450703
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,104.0,0,2024,0,1,0,11,14,1,0,0,1127.4038461538462
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,95.0,1,2025,1,0,0,6,10,1,0,0,1505.2631578947369
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,42.0,1,1992,0,0,1,8,9,0,0,0,1500.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,68.0,0,2023,0,1,0,10,14,0,0,0,1911.764705882353
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,59.0,1,1975,0,0,1,5,5,0,1,1,1559.322033898305
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,50.0,0,2018,0,1,0,13,13,0,0,0,1600.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,54.0,0,2022,0,1,0,10,14,0,0,0,1611.111111111111
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,52.4,1,2023,0,1,0,3,11,0,0,0,1526.7175572519084
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,59.0,0,2023,0,1,0,8,10,1,0,0,1745.7627118644068
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,138.8,1,2018,0,1,0,16,16,0,1,1,1368.8760806916425
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,52.0,0,1992,0,0,1,4,9,0,1,0,1576.923076923077
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,74.0,0,2018,0,1,0,6,10,0,1,1,1513.5135135135135
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,74.0,0,2022,0,1,0,10,16,1,1,0,1750.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,35.0,0,2022,0,1,0,10,14,0,0,0,2014.2857142857142
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,47.0,0,2023,0,1,0,2,12,0,0,0,1659.5744680851064
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,50.0,0,1987,0,0,1,5,5,0,1,1,1550.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,103.0,1,2019,0,1,0,10,12,0,1,0,1699.0291262135922
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,97.0,0,2023,1,0,0,9,17,1,0,0,1100.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,155.8,0,2024,0,1,0,8,20,0,0,0,1508.344030808729
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,42.0,0,2023,0,1,0,8,10,0,0,0,1583.3333333333333
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,36.0,0,1965,1,0,0,2,4,0,1,1,1750.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58.0,0,1975,0,1,0,5,5,0,0,0,1362.0689655172414
